Codice provincia;Codice comune;Denominazione comune;Agricoltura;Industria in senso stretto;Costruzioni;Commercio;Turismo;Altri servizi;Imprese non classificate;Totale imprese
001;222;ROLETTO;14;11;2;15;3;10;1;56
001;223;ROMANO CANAVESE;10;12;4;13;4;19;1;63
001;224;RONCO CANAVESE;1;1;0;2;1;2;0;7
001;225;RONDISSONE;8;7;4;9;4;9;3;44
001;226;RORA';5;0;0;0;0;0;0;5
001;227;ROURE;4;2;1;7;4;6;0;24
001;228;ROSTA;3;10;7;31;4;36;2;93
001;229;RUBIANA;8;5;1;12;5;11;1;43
001;230;RUEGLIO;10;0;0;5;1;1;1;18
001;231;SALASSA;5;6;1;9;3;10;1;35
001;232;SALBERTRAND;5;1;1;3;2;2;0;14
001;233;SALERANO CANAVESE;1;1;0;1;0;2;0;5
001;234;SALZA DI PINEROLO;3;0;0;0;1;0;0;4
001;235;SAMONE;2;1;1;6;2;11;0;23
001;236;SAN BENIGNO CANAVESE;11;9;7;32;10;43;0;112
001;237;SAN CARLO CANAVESE;13;10;2;20;2;20;4;71
001;238;SAN COLOMBANO BELMONTE;5;0;0;4;1;1;0;11
001;239;SAN DIDERO;0;3;2;3;0;2;0;10
001;240;SAN FRANCESCO AL CAMPO;15;8;7;28;4;32;3;97
001;241;SANGANO;3;3;1;29;2;26;0;64
001;242;SAN GERMANO CHISONE;10;0;3;6;0;9;0;28
001;243;SAN GILLIO;14;19;2;17;6;15;4;77
001;244;SAN GIORGIO CANAVESE;12;7;5;31;3;25;2;85
001;245;SAN GIORIO DI SUSA;4;0;0;5;0;3;1;13
001;246;SAN GIUSTO CANAVESE;13;8;1;26;5;21;3;77
001;247;SAN MARTINO CANAVESE;8;1;1;5;0;3;1;19
001;248;SAN MAURIZIO CANAVESE;15;15;11;61;14;52;3;171
001;249;SAN MAURO TORINESE;9;25;12;118;18;139;18;339
001;250;SAN PIETRO VAL LEMINA;10;2;1;7;3;10;1;34
001;251;SAN PONSO;7;1;0;2;1;3;0;14
001;252;SAN RAFFAELE CIMENA;14;6;6;15;1;18;0;60
001;253;SAN SEBASTIANO DA PO;23;1;4;10;4;10;1;53
001;254;SAN SECONDO DI PINEROLO;21;6;6;17;6;24;3;83
001;255;SANT'AMBROGIO DI TORINO;7;8;3;27;7;31;0;83
001;256;SANT'ANTONINO DI SUSA;3;5;3;30;8;24;4;77
001;257;SANTENA;31;22;7;52;18;62;7;199
001;258;SAUZE DI CESANA;2;0;0;0;1;2;0;5
001;259;SAUZE D'OULX;1;0;1;11;18;7;5;43
001;260;SCALENGHE;32;5;1;21;5;24;1;89
001;261;SCARMAGNO;6;1;0;5;1;7;1;21
001;262;SCIOLZE;16;0;0;7;1;5;1;30
001;263;SESTRIERE;1;0;2;18;19;22;1;63
001;264;SETTIMO ROTTARO;5;1;0;5;1;3;1;16
001;265;SETTIMO TORINESE;20;71;38;309;63;248;44;793
001;266;SETTIMO VITTONE;25;2;2;11;6;15;0;61
001;267;SPARONE;4;3;1;5;4;5;1;23
001;268;STRAMBINELLO;1;0;0;4;0;3;0;8
001;269;STRAMBINO;36;11;10;35;11;46;2;151
001;270;SUSA;11;12;5;54;25;50;10;167
001;271;TAVAGNASCO;7;0;0;2;2;6;0;17
001;272;TORINO;112;1783;1079;8510;2234;11411;2256;27385
001;273;TORRAZZA PIEMONTE;10;2;2;11;5;17;0;47
001;274;TORRE CANAVESE;1;4;0;3;2;4;0;14
001;275;TORRE PELLICE;10;10;2;52;15;38;4;131
001;276;TRANA;6;8;5;19;4;23;3;68
001;277;TRAUSELLA;3;0;0;2;1;0;0;6
001;278;TRAVERSELLA;16;0;0;4;3;1;0;24
001;279;TRAVES;1;0;2;6;1;3;0;13
001;280;TROFARELLO;19;12;5;56;17;69;6;184
001;281;USSEAUX;5;2;0;1;3;0;0;11
001;282;USSEGLIO;2;0;2;0;4;0;0;8
001;283;VAIE;3;3;1;16;3;8;0;34
001;284;VAL DELLA TORRE;13;12;9;15;6;21;2;78
001;285;VALGIOIE;0;1;0;1;2;3;1;8
001;286;VALLO TORINESE;1;2;0;1;1;0;0;5
001;287;VALPERGA;19;10;0;14;3;15;5;66
001;288;VALPRATO SOANA;2;0;0;0;1;2;0;5
001;289;VARISELLA;3;2;0;8;1;2;2;18
001;290;VAUDA CANAVESE;8;2;0;6;0;3;0;19
001;291;VENAUS;3;0;2;0;4;1;1;11
001;292;VENARIA REALE;6;42;30;216;42;181;33;550
001;293;VEROLENGO;31;2;4;32;7;19;4;99
001;294;VERRUA SAVOIA;29;3;3;3;3;6;1;48
001;295;VESTIGNE';10;1;1;8;1;3;0;24
001;296;VIALFRE';2;0;0;1;1;3;0;7
001;297;VICO CANAVESE;23;0;4;7;5;3;0;42
001;298;VIDRACCO;1;6;0;4;1;6;0;18
001;299;VIGONE;58;10;8;45;9;27;5;162
001;300;VILLAFRANCA PIEMONTE;44;9;5;34;5;30;5;132
001;301;VILLANOVA CANAVESE;6;5;2;10;0;6;0;29
001;302;VILLARBASSE;13;13;4;27;3;26;3;89
001;303;VILLAR DORA;5;4;2;18;6;21;3;59
001;304;VILLAREGGIA;6;2;1;13;0;4;0;26
001;305;VILLAR FOCCHIARDO;7;2;5;15;1;10;1;41
001;306;VILLAR PELLICE;12;0;0;6;3;4;0;25
001;307;VILLAR PEROSA;4;9;0;27;5;14;2;61
001;308;VILLASTELLONE;20;7;6;24;2;31;4;94
001;309;VINOVO;20;22;12;87;19;120;20;300
001;310;VIRLE PIEMONTE;12;2;0;8;2;3;0;27
001;311;VISCHE;27;1;0;10;1;10;0;49
001;312;VISTRORIO;3;1;0;6;3;4;1;18
001;313;VIU';21;0;0;11;6;4;1;43
001;314;VOLPIANO;34;28;16;90;23;88;18;297
001;315;VOLVERA;18;26;10;48;13;44;5;164
103;001;ANTRONA SCHIERANCO;11;0;0;4;2;0;0;17
103;002;ANZOLA D'OSSOLA;0;1;0;0;0;0;0;1
103;003;ARIZZANO;0;0;1;4;0;6;0;11
103;004;AROLA;1;1;0;0;1;0;0;3
103;005;AURANO;0;0;0;1;0;1;0;2
103;006;BACENO;6;2;0;4;7;2;0;21
103;007;BANNIO ANZINO;5;0;3;3;2;3;0;16
103;008;BAVENO;4;10;7;29;27;38;7;122
103;009;BEE;0;0;1;0;1;3;2;7
103;010;BELGIRATE;0;0;1;2;3;3;0;9
103;011;BEURA-CARDEZZA;2;1;1;5;3;2;0;14
103;012;BOGNANCO;1;0;0;2;7;2;0;12
103;013;BROVELLO-CARPUGNINO;6;1;1;3;5;2;0;18
103;014;CALASCA-CASTIGLIONE;3;0;1;2;3;0;1;10
103;015;CAMBIASCA;4;2;2;6;1;3;1;19
103;016;CANNERO RIVIERA;2;0;1;0;8;9;2;22
103;017;CANNOBIO;4;2;6;29;29;27;4;101
103;018;CAPREZZO;0;0;0;0;0;1;0;1
103;019;CASALE CORTE CERRO;1;22;3;12;2;16;3;59
103;020;CAVAGLIO-SPOCCIA;0;0;0;0;0;1;0;1
103;021;CEPPO MORELLI;2;0;0;1;2;1;1;7
103;022;CESARA;1;2;0;3;0;2;1;9
103;023;COSSOGNO;1;0;0;2;0;0;0;3
103;024;CRAVEGGIA;7;0;0;4;3;3;1;18
103;025;CREVOLADOSSOLA;10;13;3;10;7;16;1;60
103;026;CRODO;9;1;0;6;8;5;1;30
103;027;CURSOLO-ORASSO;0;0;0;1;1;0;0;2
103;028;DOMODOSSOLA;14;23;26;141;52;154;21;431
103;029;DRUOGNO;7;1;1;4;10;8;0;31
103;030;FALMENTA;1;0;0;0;0;0;0;1
103;031;FORMAZZA;3;0;0;3;6;1;0;13
103;032;GERMAGNO;0;2;0;0;0;0;0;2
103;033;GHIFFA;1;2;2;4;5;7;0;21
103;034;GIGNESE;1;0;0;6;5;10;1;23
103;035;GRAVELLONA TOCE;0;26;8;52;19;56;5;166
103;037;INTRAGNA;1;0;0;0;0;0;0;1
103;038;LOREGLIA;0;3;1;0;0;0;0;4
103;039;MACUGNAGA;1;2;0;6;14;9;0;32
103;040;MADONNA DEL SASSO;1;1;0;0;0;0;0;2
103;041;MALESCO;3;0;1;5;2;5;0;16
103;042;MASERA;8;3;0;6;1;8;0;26
103;043;MASSIOLA;1;0;0;1;0;0;0;2
103;044;MERGOZZO;11;6;0;10;8;11;2;48
103;045;MIAZZINA;0;0;0;0;2;0;0;2
103;046;MONTECRESTESE;10;1;0;5;3;5;0;24
103;047;MONTESCHENO;0;0;0;1;1;0;0;2
103;048;NONIO;3;1;0;9;2;1;1;17
103;049;OGGEBBIO;1;0;0;4;3;4;0;12
103;050;OMEGNA;2;55;17;109;50;132;11;376
103;051;ORNAVASSO;6;14;2;21;7;14;0;64
103;052;PALLANZENO;2;1;2;1;3;4;0;13
103;053;PIEDIMULERA;1;10;1;15;4;10;2;43
103;054;PIEVE VERGONTE;7;4;1;14;2;6;1;35
103;055;PREMENO;1;0;1;4;8;2;0;16
103;056;PREMIA;4;0;0;2;2;2;0;10
103;057;PREMOSELLO-CHIOVENDA;5;6;8;9;2;8;1;39
103;058;QUARNA SOPRA;0;0;0;2;0;1;0;3
103;059;QUARNA SOTTO;1;2;1;1;0;0;0;5
103;060;RE;1;0;0;5;4;1;1;12
103;061;SAN BERNARDINO VERBANO;9;2;4;3;3;4;0;25
103;062;SANTA MARIA MAGGIORE;10;4;1;19;10;12;1;57
103;064;STRESA;2;6;5;71;39;50;7;180
103;065;TOCENO;8;0;0;3;2;0;0;13
103;066;TRAREGO VIGGIONA;0;0;0;1;2;2;0;5
103;067;TRASQUERA;13;1;0;1;2;0;0;17
103;068;TRONTANO;10;5;1;2;3;3;1;25
103;069;VALSTRONA;13;5;0;5;1;1;0;25
103;070;VANZONE CON SAN CARLO;0;0;1;2;2;1;0;6
103;071;VARZO;6;1;3;15;5;8;0;38
103;072;VERBANIA;16;52;18;218;81;244;24;653
103;073;VIGANELLA;1;1;0;1;0;0;0;3
103;074;VIGNONE;2;0;1;2;0;6;0;11
103;075;VILLADOSSOLA;1;13;16;36;11;35;4;116
103;076;VILLETTE;2;0;0;1;0;0;0;3
103;077;VOGOGNA;3;4;2;12;9;4;1;35
002;002;ALAGNA VALSESIA;2;1;1;8;12;5;0;29
002;003;ALBANO VERCELLESE;0;0;1;2;0;0;1;4
002;004;ALICE CASTELLO;31;2;0;24;4;15;1;77
002;006;ARBORIO;3;1;2;9;3;8;2;28
002;007;ASIGLIANO VERCELLESE;5;1;1;5;3;4;0;19
002;009;BALOCCO;3;0;0;3;0;0;0;6
002;011;BIANZE';17;1;1;14;8;7;0;48
002;014;BOCCIOLETO;3;0;1;1;2;1;0;8
002;015;BORGO D'ALE;69;2;2;24;7;8;1;113
002;016;BORGOSESIA;7;44;11;133;33;125;11;364
002;017;BORGO VERCELLI;0;2;4;15;5;7;2;35
002;019;BREIA;2;1;0;0;1;1;0;5
002;021;BURONZO;3;1;0;6;3;5;0;18
002;025;CAMPERTOGNO;4;1;0;1;3;0;1;10
002;029;CARCOFORO;1;0;0;0;2;0;0;3
002;030;CARESANA;2;2;1;4;2;3;0;14
002;031;CARESANABLOT;1;3;3;8;3;10;2;30
002;032;CARISIO;5;0;0;7;0;2;1;15
002;033;CASANOVA ELVO;5;0;0;2;0;1;0;8
002;035;SAN GIACOMO VERCELLESE;5;1;2;3;0;3;0;14
002;038;CELLIO;1;5;0;5;3;3;0;17
002;041;CERVATTO;1;0;0;1;0;0;1;3
002;042;CIGLIANO;49;14;5;48;12;30;7;165
002;043;CIVIASCO;1;0;0;2;1;0;0;4
002;045;COLLOBIANO;1;0;0;2;1;0;0;4
002;047;COSTANZANA;2;3;0;4;1;1;0;11
002;048;CRAVAGLIANA;1;0;0;1;3;0;0;5
002;049;CRESCENTINO;14;9;5;47;15;53;9;152
002;052;CROVA;4;1;0;2;1;1;0;9
002;054;DESANA;10;0;0;4;1;6;0;21
002;057;FOBELLO;4;0;0;2;1;0;1;8
002;058;FONTANETTO PO;7;1;1;11;1;3;0;24
002;059;FORMIGLIANA;5;3;1;4;1;4;2;20
002;061;GATTINARA;11;18;7;76;18;65;9;204
002;062;GHISLARENGO;6;2;1;10;5;3;2;29
002;065;GREGGIO;1;1;1;1;1;2;0;7
002;066;GUARDABOSONE;2;2;0;1;1;1;0;7
002;067;LAMPORO;2;1;2;4;3;1;1;14
002;068;LENTA;3;9;0;6;0;4;1;23
002;070;LIGNANA;5;4;0;4;1;0;0;14
002;071;LIVORNO FERRARIS;8;10;5;38;10;24;6;101
002;072;LOZZOLO;6;3;1;5;3;8;1;27
002;078;MOLLIA;1;0;0;2;2;0;0;5
002;079;MONCRIVELLO;27;1;0;9;5;3;0;45
002;082;MOTTA DE' CONTI;1;0;0;8;0;2;0;11
002;088;OLCENENGO;3;0;0;5;0;1;0;9
002;089;OLDENICO;1;0;0;1;0;1;0;3
002;090;PALAZZOLO VERCELLESE;3;6;1;7;2;3;0;22
002;091;PERTENGO;1;0;0;3;0;1;0;5
002;093;PEZZANA;5;2;1;7;4;6;2;27
002;096;PILA;2;0;0;0;1;1;0;4
002;097;PIODE;3;0;0;0;1;1;0;5
002;102;POSTUA;2;0;0;4;3;1;0;10
002;104;PRAROLO;2;1;0;4;1;3;1;12
002;107;QUARONA;3;15;4;24;9;22;0;77
002;108;QUINTO VERCELLESE;2;2;0;3;1;2;0;10
002;110;RASSA;1;0;0;0;2;0;0;3
002;111;RIMA SAN GIUSEPPE;1;0;0;0;1;0;0;2
002;112;RIMASCO;1;0;0;1;4;0;0;6
002;113;RIMELLA;6;1;0;0;2;0;0;9
002;114;RIVA VALDOBBIA;5;0;0;4;4;0;0;13
002;115;RIVE;1;1;0;4;1;2;0;9
002;116;ROASIO;3;7;3;17;5;11;4;50
002;118;RONSECCO;5;1;0;7;2;1;0;16
002;121;ROSSA;2;0;0;0;0;1;1;4
002;122;ROVASENDA;3;6;2;5;1;4;0;21
002;126;SALASCO;1;0;0;2;1;2;0;6
002;127;SALI VERCELLESE;2;0;0;0;1;1;0;4
002;128;SALUGGIA;24;7;2;38;5;21;3;100
002;131;SAN GERMANO VERCELLESE;5;2;1;17;5;8;1;39
002;133;SANTHIA';17;12;10;82;21;76;5;223
002;134;SCOPA;0;0;0;3;0;2;1;6
002;135;SCOPELLO;6;0;0;9;5;8;0;28
002;137;SERRAVALLE SESIA;2;11;2;22;9;24;5;75
002;142;STROPPIANA;4;0;0;3;3;7;1;18
002;147;TRICERRO;3;3;1;2;2;5;1;17
002;148;TRINO;8;15;6;77;14;40;3;163
002;150;TRONZANO VERCELLESE;10;2;2;25;6;22;3;70
002;152;VALDUGGIA;2;11;3;5;3;12;2;38
002;156;VARALLO;10;20;2;66;35;47;10;190
002;158;VERCELLI;22;65;37;365;148;433;50;1120
002;163;VILLARBOIT;7;0;0;2;1;3;0;13
002;164;VILLATA;2;0;0;6;1;6;0;15
002;166;VOCCA;1;0;0;0;0;0;0;1
;;;;;;;;;;
;;;;;;;;;;
